user_id	f	p	n
A2WTALTG4E1AFS	23	28	14
A2QNJARWTF9H89	79	34	5
A2V2URLB31HG59	23	8	8
A2K29Y1EDOJ5EK	26	21	2
A38XOBYNKF9OZB	51	28	1
A2VR3SNZMCUTZ6	217	27	8
A2VDY15AODUFT	4	10	1
A2VHUH1DZDX4NL	1	1	0
A2SP2K8F3PFD1N	73	8	0
A2VMXC3VTB7JW5	23	2	1
A2K69J3BOP7UUJ	24	9	1
A2QVGELFE9LL41	183	20	18
A2VSETOUGFY5BO	24	5	2
A2KH5H3VYU3ZU4	34	8	0
A2X3L31KCXBHCL	157	29	11
A2R4YD1GSNWMRR	27	4	1
A2X79RFCVY14PV	26	1	2
A2XE5BBYNRQPXE	10	3	0
A2W2944F554V6X	139	11	6
A2XRH0S9N8UEA9	39	8	0
A2XVNJI0B1H9DG	18	1	0
A2Y79YZ6VYE7GU	28	2	1
A2VVOAR8QQIAVS	71	28	1
A2YGBZU2ICFZIA	47	1	1
A2YQGIE1UNV7UX	2	4	0
A2KOS7S5ZL9QSI	107	11	9
A2KTCO3HURCKO6	4	3	1
A2W7LHQDNINGQ3	28	10	1
A2RC9W12WGIG2P	21	13	7
A2KZLEDNVTF3J9	59	5	1
A2L6756VINXSKY	80	1	3
A2RJ52PRDB3WQ9	65	3	5
A2W437VMA8PMR	46	22	4
A391VD6RX43067	32	9	17
A2WENAD8XO6RYK	2	8	2
A2YUIAO1X0NBVL	92	7	2
A2L8HCPDACLN5P	57	3	1
A2W9NRDLQS4M09	46	2	3
A2RSDZALWQ0YP6	94	3	6
A2Z1C90GZE8LQ6	17	0	2
A2WOUJLCXWRZ16	10	6	1
A2WZLAQQ7LQX5J	2	2	0
A3984TFB9AVVRA	51	5	1
A39IZ2NEPQM0M	12	2	1
A39PV46YOCO3N7	10	2	0
A39XXCR6J3VI1D	49	3	1
A3A5NRXIRKKI1C	29	12	0
A2X5VHNALJ8HAD	56	5	5
A2ZAS1OA2E02AS	44	28	5
A2LJJ4482V9LAW	37	12	8
A2VK9WT1U0EP4X	21	35	8
A2ZKKJKTBKJYEK	9	4	3
A3AFO11AZ06MLI	5	5	2
A3APPLMYTR5MJ9	10	2	0
A3AZUFFVCL38BV	7	5	2
A2LOCNLCDMUKS0	106	24	3
A2T0V99GLGXWCM	20	16	19
A2TBAVMA4Y2SGQ	21	3	0
A2ZYG9PBXZIT49	87	19	8
A2X9TSWP9AZFS4	164	19	9
A3B7KU72LGWFER	16	9	2
A2LTBS0W7JTVNU	11	5	1
A3BF6STWM7QN4V	96	2	11
A2TGELDJMJX6QC	22	4	4
A2TPTDGWIV0SZ	15	1	1
A2U2Z8IBZQ0IOC	17	3	0
A2XMZB4PYKZDAC	45	19	5
A2WMBPCIESB9Z	49	29	3
A2WTQL7T70Z1H1	56	1	2
A2XSR4I98K2TGJ	3	6	0
A3BS0X2E8O5ZBR	18	7	4
A2XZ915M5SX78Q	54	3	1
A3BY2FCLCVG5D7	10	5	0
A2X3TOL5HAU6OA	62	7	4
A2YCAGM8LMXWMN	3	4	1
A2X82DESLUFS2L	34	10	2
A2S3ZLA5CZU4Q7	50	19	4
A3C6OL6GWC2D57	23	4	1
A2XGE33W38A4SA	5	9	0
A2VPQN42ASOR2O	59	21	7
A2SATJUL36PAQM	95	21	8
A3062ECWSS2TRC	68	24	11
A30AOQU89547II	14	0	1
A2SIV5ERJUSLU	2	3	0
A2XRY4KL1X0VB1	114	11	3
A2XX7DU64ROVLD	4	2	0
A2VU1UE8IA0986	37	8	1
A2UEW04N38LVB	99	25	5
A30FF2B2J9CD0Y	4	4	5
A2YNAI5C0TJMEN	133	35	8
A30KD8R7AT51GF	59	15	2
A2Y8N3DTQGVSOC	8	15	2
A30N4QJJMR7RD9	70	3	1
A2M1Q0659UHT6M	64	19	2
A2YSFKX18XTHED	72	53	3
A2UNZRO2TH86Q2	147	22	5
A2W3KOTHFGVNMT	113	12	15
A2W8TS4SM4KV8U	33	0	1
A2YY48W7KAQ0U8	94	18	1
A30S7N36BL1TKT	20	5	2
A30YYEGKIP78CE	19	1	1
A2YHXGPCTENZY3	50	15	19
A2YQKMNPAQOM2W	10	3	0
A317L56T9Q55C2	94	17	2
A2Z4851ACJLA6N	23	3	4
A2ZH4ETTGJL6GU	4	4	0
A2M9D9BDHONV3Y	21	26	8
A2MKDIRSKN78MJ	1	1	2
A2ZUT6PIRBOHL6	20	9	2
A2YVDEUEC1UMNM	20	7	0
A2UWLIRQAKZP3M	5	16	1
A31CHQX7WWAK81	27	3	1
A2VB6NQ0TUFQTK	21	4	0
A2Z1G1NKVKJGQF	19	4	1
A2MVPCSN5DUCP1	36	7	0
A3CG7SQ6DA5YOC	39	20	4
A3CNGFSGC3Y0TA	9	5	1
A2N09DNTWZ1OZI	13	9	7
A3D4NK7DPJ5KH9	55	7	2
A2VHQDJBZH0Y7P	37	14	0
A31QHSQO12Z33L	76	10	2
A3DBQWW3QBDEBT	43	6	2
A3DNMEWHCFD6PI	14	0	1
A3DSF8R852TTNP	2	0	2
A3DY2YQ751BW6T	5	8	2
A2ZB2819N55SMW	39	20	3
A2N6TKNUQVM5BX	62	5	6
A2VKK7SUEOS7LK	230	12	7
A2ZP483ANVL28T	50	3	0
A2VR6LHDD5IWKE	10	1	1
A2ZZ2GJN6EQZ3H	36	2	1
A2W10PHU50SUH4	41	3	0
A2W5QRIJYVPJE7	18	4	0
A31XE8322XFJCN	48	34	10
A306B3COMXJVLR	36	6	2
A2ZZULCTI40V3A	77	40	4
A2SUJ84KLXAQ93	7	54	5
A30BQGFLWHLU3D	7	3	1
A30G0DS28OR1RB	35	2	1
A2WC8TFN24BRIX	35	13	2
A309H2BVGT45U7	14	6	0
A2T3DYIKSXJFAS	15	6	2
A321QDKGBFFHMT	106	7	1
A2TCB9TEV25BEL	2	2	0
A2TJOSMLRFZNY9	35	4	0
A3E3EQ39FZTZEK	48	14	13
A30E77CBQ8UJX1	61	32	2
A2WNLX4RDAG9MP	32	10	4
A30ISE70HUJ7RZ	17	2	2
A30L67CSB98SAN	37	2	0
A2WY8MWH4SDGLY	49	7	1
A2X5E4GKSR3PPY	35	5	1
A30PU8NF7U1CQ3	7	3	1
A2WLDEORTNRY0D	149	21	41
A2X89D9ZND0PLG	46	2	2
A30WY1WXTZ8TJJ	48	10	0
A32DFPYU2RCSZW	77	20	3
A2TUY3OP717306	188	24	4
A2WRR6K8WWY869	23	4	4
A2XKDUK4WW4C9J	27	10	2
A2U89M3MRYRJRJ	2	0	2
A2UILS30D4RT38	10	3	0
A2X1JZ9BOHSOYE	40	6	0
A2XSIQM7BUVOF1	4	4	3
A2NFLHENCYAXGD	50	23	12
A30KGYUOZRUCRJ	35	14	5
A2NS9Q98DI6D2X	45	6	0
A3E7ZFQNJ47XB7	71	13	8
A2X6BYB83G7194	6	9	2
A2XD717LIA000C	7	2	0
A2XR2HUD830PI7	43	1	0
A3EDNLQ8I9P3LL	34	7	1
A3ENETVM2WJ167	18	1	1
A3EUYVUXN464AJ	57	2	4
A32M15RZXWZ5GS	65	21	3
A32UCQD104MG0E	39	1	0
A2XY8K4GLKG3YO	68	4	1
A2XTU4XEEA2S77	61	13	2
A2Y6MRHWOON0R5	6	3	1
A2UPPYABAZ0DMD	55	21	6
A2NWZZN1301CDG	50	11	0
A32XDYN1VD2X0	39	3	0
A2Y9U0BLP7Q9UM	44	10	2
A2V53C7A5G5T8L	103	16	0
A2YI6E3M9EIPPN	42	3	0
A331T1MEPUCBYV	125	22	2
A2YES19KX4XNWJ	42	6	0
A33C9HE8HW37DH	67	4	4
A2YQ2XFQOJM7IF	67	4	1
A3146M037WI0WM	47	4	2
A3F54A3K5CGLEV	14	8	4
A33IXBUUQX16FQ	18	2	0
A3FC7INFEKQFZD	18	7	1
A2VESRVJU717IR	13	4	0
A2YTUSSQKJIZPK	125	13	2
A3FJOLLI7RSRNQ	28	3	0
A30NHVVC62LJMK	222	36	2
A33REUX5JNOV3C	69	12	4
A31BA0POG4KK4Z	27	7	0
A2O6AAW9WZ1XJB	75	32	3
A3FT2OGAJV525W	58	2	4
A31LZHGQH4L0RC	8	0	1
A33XKA2KWV2MO8	44	1	5
A2Z0VXHLHEHZNE	11	6	2
A34576LVMM7KZM	2	1	1
A34AW9TMV7F69T	11	1	0
A31TFZQ4W1JULV	7	7	2
A34J8ZSQ5IZ43	4	3	0
A2OCUNXSFKJ66G	46	2	1
A2OLLIKZMLCRY8	45	1	2
A2OTF3JL8ZV4AZ	7	2	0
A320V3RPVNQ54E	44	4	2
A329HS8EK17IRG	13	3	0
A3G1ALIX4IPFLA	8	8	2
A34Q4EQENBHPN7	29	17	2
A3G7AW3QPO3IJ5	16	5	4
A3GE5O70WOJ38N	1	1	0
A2YRDIRL316QJL	70	30	5
A2VIE4HE2D9W0T	30	9	2
A32GWYSDAPB5TV	44	3	2
A3GMVAMF71KEI6	5	3	1
A30TW9R3R0NODW	118	5	10
A3116YTHMTC0GS	5	0	1
A318KURB1L73YY	15	3	1
A3GR2FR26OOM6X	83	8	6
A2P2TNFJFXBN6P	11	10	2
A31E9FSKJFFAZ4	67	10	1
A2P9XSFQSAS0BE	4	7	3
A31QQ92SZM3A4L	15	3	1
A2YWRWSLEJRM92	27	18	7
A3GXPVF1WGCZMK	55	12	0
A2Z248QLHS92WB	6	4	0
A2PEQ0AQ5QYYPK	32	2	0
A31Y48LH87P2DS	30	4	3
A2ZBTRT8U1Q371	37	5	3
A2VNDUY7NUHOUV	72	14	7
A323X38K7XR9FI	22	6	2
A32EMSK8HLPW64	35	4	2
A2VT1EEO2GTAY2	65	17	3
A32OWUCQ597JDL	41	6	1
A2ZTFDUDNBQ2Z7	47	7	3
A32UEV7AGISC5Y	18	8	6
A32PPAXPHMETSS	88	16	4
A32V2T2KBBIV1R	16	3	1
A32XLCUGMTNJ0U	62	3	1
A32ZL9AT9PH6MT	25	4	0
A332Y6XOXO0VAS	30	11	3
A2PMCVAQC09I51	32	10	2
A34WLHY06FVBKP	70	31	2
A3H9L5VGJDRGRE	8	4	1
A2PQQ5IWXASYVE	24	7	1
A354GEOGL2DAPK	12	4	0
A2ZZ2XEZN04KBG	96	11	6
A35C9NK8T9IST4	35	3	0
A2W30R08QPWM4M	42	23	11
A35MZU39NRKZET	4	4	1
A3HGTTFIDLCWDJ	12	8	2
A307NHO7X2J4M0	44	2	1
A33FLCA6RC7IRN	101	8	3
A2W7XAG8QPUTRM	82	3	5
A30BSWPRAHP0HB	0	1	3
A35S5BLQA6RGNY	89	4	1
A3HMIVGT7XLVN9	17	11	7
A30G5T2503C8SX	17	3	0
A2WHKJ4N9ZPMC0	88	4	2
A2PY5ED630H0QJ	51	20	6
A30KNLUAYQ73F2	18	9	1
A2Q7VVE3RSW4X7	11	3	1
A337FAEETGA4HE	187	15	2
A3HVML44BPPS2G	19	8	1
A30OG1XZR91NAF	3	26	20
A33J4UNRFWPSDH	122	18	4
A33H7IZ965YYZH	37	10	1
A33MB7QXL119C5	9	4	0
A30UTORIPFIHPW	53	13	1
A2QFPPDDNWMKK7	119	12	3
A311NE8DP7UEKH	11	6	0
A361L1YPBCQY3D	19	20	4
A33TIRJ402JR5N	114	6	1
A2QQJAX3IOXWBH	54	6	0
A33S7NMBGYNXQ8	10	5	2
A3421F6KYC37UB	13	0	2
A367W4O4YTE7AQ	52	4	0
A3488WC5YC68CG	44	5	1
A318YMWV6R5DNT	157	20	3
A36JO92O1E87F2	2	4	2
A31F1QDS40ADOH	4	2	5
A3401K7T5G7WLM	67	7	8
A3I2WE58OUUEXG	58	23	4
A31RWG6G98G9H9	15	4	1
A3IAV357FY60W6	105	3	2
A345YKH8YQWF8N	66	8	4
A2WQF0QROK09AT	11	28	4
A34B2SYZN5Y8FO	100	1	7
A2QW0I0DL98JN4	4	15	1
A2ZANBU159WYZA	110	12	17
A34KQDLMIM3Z2N	26	7	3
A36MS27KAA5S26	82	22	6
A2ZKF3UU1TF14L	45	8	1
A2R5QQBR79XURA	15	9	6
A2RDJXZ2GRQZMC	1	1	0
A2ZX2F9LSPTNLJ	29	4	2
A304MFMAB9S47H	30	1	1
A3IJ4R9S3C5GBO	15	17	3
A30AL0QOMEZUDH	49	4	3
A36W994AFWN0Z0	38	11	7
A3IPEBN6ESBPEZ	94	4	3
A3IXLJ5G9MFP6F	51	2	1
A30FDWJ8XYBIP7	103	5	6
A30K7L9C7XWB7F	34	1	2
A34QYREZED8OV	8	13	2
A2RK3QEUEFRNAN	88	24	5
A30MVHO4J7WH42	29	6	0
A3J3ML6FAQBN0M	76	6	3
A30RMVZ7Y2IV7S	48	3	1
A2WZRBFLJESCSH	115	21	6
A3JEG3B8OFOND7	23	2	1
A34YEIV50UH60R	53	5	9
A3JK1H1C66VVW	16	5	3
A2X5YQYCM04Q8P	12	9	5
A375H588WTKEHM	204	22	9
A2X9UY0OEG7DX	39	11	1
A2RT0CWSCOFFZU	12	19	4
A2S4Y1150E6R44	37	2	1
A2XOGGUMB57UBN	32	3	2
A37I99GFZ1B6YO	82	18	1
A2SBGWB0EMIVT2	34	2	1
A2XSZDM3O9D0DV	78	9	2
A2SJ5EMVIEG9HM	13	4	0
A30YXGFYRX27Z5	23	3	3
A3JSO0N085OQXU	53	32	6
A2XZLC7FU3HUMP	44	11	1
A3K2CB4C7Z7NIY	3	2	0
A2YCCQZKGDAYLC	11	1	1
A2YOLOQNALI59I	19	2	2
A37TNM8QHE4Y0G	37	4	5
A2YSPRESM13WXE	75	8	3
A380NI71TFCJ41	20	2	1
A2YY5KM6KL7K4R	17	2	0
A3KB7BREV3FH3X	27	11	2
A357B3PUHSVQA	125	29	11
A2Z5CJRQA1IZHJ	67	7	3
A31Z708U15LT3J	149	34	10
A3178K9AHMHCQV	25	9	5
A2ZHCPQX4YEB3T	12	1	0
A31CF21F12UCP5	5	1	1
A2SWRRNVKLMU8P	104	21	11
A35G6T01ZYU7I3	19	1	2
A3KG6HYQMUGECB	31	3	3
A35N4ZS6YBBVPM	13	3	1
A3KLW4M8ZGVO2T	68	3	1
A386VB62AK6FPT	25	6	1
A3KUUAQRDP8IY9	5	3	2
A2ZV76KG8RR41K	42	8	3
A325XQ1JT40KGN	36	6	2
A32EOEQ2599MDV	13	1	1
A302PTS6MLSSKD	55	1	1
A31Q7NE0NP3IH4	222	25	5
A32P5CWJFGDXY4	12	5	1
A31UYV4B5S5HCU	33	6	0
A38C92DQC0E8JE	14	9	5
A32ULYX2GNN9K5	120	20	5
A309PFW8T6DMMZ	51	16	2
A38HRIQDVBZRS1	21	0	2
A30ES12DTGSYCG	30	2	2
A38MLFWRE15D4W	39	9	2
A30J23BVUT73WR	29	3	0
A38WOSA78WTZ84	72	5	1
A34DUCC5Q83M7I	7	27	9
A3L1MEXXDI4Q77	138	20	6
A3L70FAOGPU526	52	2	0
A34MRVJCJ6942C	43	6	0
A34SG4PYNS6SCZ	6	3	0
A350N3Y2W7G655	33	1	0
A359N2JQP3ZNE8	7	1	2
A35SMWAYOYMIT9	52	26	4
A35ITZDFENRTE4	10	1	1
A30LN2V9XUHKXR	41	5	0
A35Q8EUK67MY13	63	4	0
A3LEDQZUR8BNFI	75	15	7
A361PQ0E3TPDS0	10	5	1
A32Z1V9II49XZY	34	8	6
A35WRDXBBBRZW9	42	5	1
A36B0RD7ZPVRX0	6	3	8
A36JPK597GJYVL	9	0	1
A2T74RP19O2K4Q	52	9	13
A30Q6FYEC4QXKY	124	14	18
A36NTJNG2FNXZ0	68	7	3
A36XH2IB2X83YU	24	0	1
A375NFOU0FJ716	1	2	0
A333636QFPT073	41	24	10
A30X750M8V1XXW	119	27	7
A3LJKGT8PUE3IA	42	32	3
A3LVN3NTIFIGY6	35	1	0
A315XBNH62ZKUV	97	3	0
A33GQGX7TANJST	52	6	2
A33JSIPMY7HFQD	40	3	0
A31BO73NIAG6CK	22	3	0
A37JNE9W4CZ5R1	104	6	4
A321PHSEDRY51L	252	19	4
A3M4MIU0HIMUT9	134	5	9
A3MEHHL9LNKW4Z	54	3	1
A390UFRRO2BLZS	77	18	8
A37TTJ5SE9SA10	7	22	2
A2TCGOCY9J3BHA	1	4	5
A32CV7WMG3AHHA	13	16	3
A3MLDGWDPQ1VIZ	26	12	1
A33SFSEVHL5SHK	67	19	7
A395NCEIH0VE8R	29	8	3
A3823WQPK4LXLL	34	14	1
A387PIZQDJCK23	4	1	1
A32LGUD2EF3IEE	28	3	3
A32TV3QMUOLFSM	40	6	2
A2TM61DU6W2CEC	91	9	0
A32WI9J3ZC5I58	5	1	0
A3N1H8BSULHP3U	28	13	5
A340S05VTDZ59W	109	20	5
A38CH6N8DD3SL3	57	3	0
A3N73S49VOCJYH	55	9	1
A346T9HKHYPSOM	1	2	0
A38HYTDC8U9X1S	5	6	2
A34CF2HAYSWG3E	26	1	0
A2TY5EMS2MEU7J	1	1	1
A3NGQK775ZDX0Z	8	3	1
A3NJNIGO8TV878	15	0	2
A2U8DZU1UR03JM	24	2	1
A31M2QHES2IMB	118	23	12
A2UMKQ8FXQ3OEG	18	8	1
A3NO2DP8NTQ3E7	6	4	5
A34RHIUJJ0P7NX	10	3	3
A31UM38UFS5OF5	15	6	1
A39E8DC7MVKD70	68	16	6
A3218DM14RD2Y6	33	2	0
A3O2MB1W4E1PHW	45	5	2
A38NK6HLNQKEI8	20	4	2
A32A0DQ15VBVFY	39	2	0
A3O8M0FY4ACZPH	21	9	2
A34YT0ZP37LHO1	32	6	3
A32I56I92JSPNQ	40	2	2
A357KKJY9TQ0PU	31	1	2
A38WZ3WVV7LCNN	122	19	4
A32Q90UFAZYDRZ	25	3	1
A2UQ2SXISOFABW	65	5	0
A2V566R6WIM09Y	1	3	0
A32W0A0JOA5R0K	15	8	4
A35HFSHVKIGJEF	26	3	1
A2VG967171XAFE	30	1	1
A35O9WS4XIPBB5	5	2	1
A39LZDAJQ70MNA	43	3	2
A32ZNPZDXOK609	12	9	1
A338KGNWYLHLQC	23	1	1
A33HIAAICT0HIF	14	3	0
A33MX0S7OPSRFC	76	6	2
A33UIX28WOSZVJ	22	1	1
A35SNFACZ6PG7H	14	3	1
A362LZPW07QDZM	7	3	0
A39WEMYX8F9ATP	11	6	2
A36BKKBI5NLN0Y	11	5	2
A2VJM2IUTB93R7	88	30	20
A365M0ARURVFMD	37	25	5
A2VPLLNL66IG1Y	0	3	1
A36E1PKSQ3M84S	0	2	1
A36LQAUTMBBTRK	61	2	0
A342ACZODD8W36	28	10	0
A3A2MAZHMUE6O2	72	31	3
A3AAS6NJKQNLVG	9	2	0
A3OFCP5DTLDG6Y	50	19	4
A2VTLUGHUGAVEW	33	6	6
A330XFRJKS3APU	144	24	9
A2W3KA0N9YECFU	14	3	0
A3AO43B9ZIC6UI	80	2	1
A36Q1RC3P3OJHH	170	17	16
A2W8GG4POD6KI	36	4	1
A3OQ77SJJVDRC1	23	14	0
A339TP5W8PPQPH	34	8	1
A3AVA62UVJ81O2	117	7	2
A3497NDGXXH92J	72	24	2
A34H55BJ1JRC3A	19	3	2
A39118UAI0A4OI	8	10	8
A34O2PGF8CD0VK	19	2	1
A33IGFCQ1PO5MR	24	10	2
A36K52Z2R0LU4H	119	23	14
A34T5X5B15PZIB	20	8	1
A3964W4LM4K0SR	129	7	3
A39I0G5GPYOLN9	19	4	0
A39NHQGG71CJ7H	5	4	0
A39X5SQE787KVD	30	2	1
A373S0T1HF1K6P	49	14	0
A3B5ICCQHELN7K	94	9	14
A3P3E9BT28U59Y	1	15	7
A379IB3EYAEL5	62	9	17
A353C6QKDFU504	32	8	1
A3A59CGOXLLFHN	67	4	4
A36O2PCIK4YBAO	11	8	12
A3PAS0KMTCFFGJ	45	3	2
A33REC3J2JU2EL	47	22	7
A2WJCE8VF3STFW	17	15	8
A2WRATMKUPB01	11	3	1
A35AEEEFLYYI9L	13	6	2
A2WZXRD7SZZBZP	5	2	2
A33XGVR1SYR2DF	56	5	1
A3ABH0LWKNHADU	47	13	2
A37MH60SMOU92W	5	3	2
A3AP4ADYYTC5JK	9	0	1
A3AVW9IW7Y0XPB	57	1	1
A344SMIA5JECGM	28	3	3
A35JWN6XW9PCN8	16	2	0
A3BCWYQF55N2TQ	7	5	4
A36XK6A7A0GME4	117	23	4
A35QW3Z3BNLSZU	26	4	0
A2X61LDE5C60SF	17	4	0
A34AHOC0OXMR2K	62	26	4
A375R8M6RD16PI	3	2	1
A37KEIVW2506M2	27	2	1
A2XBSPGHK2G6VQ	16	7	0
A37WAX3NOA1EXE	20	1	10
A35WYW1ZSUVKYG	46	19	0
A3BMOOLZMBTHJV	74	7	2
A37VV8WJCH6IM	58	3	1
A365RSORM2HRF6	2	2	2
A384I47QLNRX3W	13	3	1
A2XOLE7OGP6ANY	81	6	5
A3PLN4YGJ58NX0	49	26	6
A3PSBZZTIW3R5N	11	2	0
A38BEIB5NCPXBR	34	6	2
A3Q0EWS9MV8X0B	55	7	0
A382TU4RHJIPWL	21	2	1
A3BW98UPFB2XXW	195	12	9
A3C2MSSYLCS4D8	1	0	1
A38FO1MMG8Y395	38	3	3
A34J2FI8B40PV6	14	33	4
A34P3QC23N0HZX	21	2	1
A34WJIM0C2IK8C	38	2	3
A38KP1POQ191WT	88	23	3
A38837VBBOI1OK	141	12	2
A35451LISW1FNN	88	3	2
A38SK72V6NORUP	1	2	1
A3Q89UBJ5CZ6J6	15	7	1
A2XT8C2ASRLF2M	64	19	3
A2Y1KFHVO0DCWX	13	0	1
A3C9P5G60LMYIY	88	9	9
A3QLCSDFGD0Q4	1	4	0
A3B698AJ4V9NS	71	31	2
A35C2IVVQR1HTK	126	19	4
A3CKNQ0F2MDP4K	9	4	1
A35MBFQ5TZUKEY	20	1	2
A3D0AV1BHWNL8T	16	1	0
A3QPXPHVBN7FVW	19	4	2
A38DME2Y7QK9T8	35	5	0
A3QUQJUVJGH5G8	18	3	0
A3DAF3SBZD9X95	21	6	0
A3DID7JUQSVCU	8	3	0
A3DQIQBQNJR91	19	1	1
A3R0L4AX1U8SAX	31	2	2
A3RDJSRU8HD5W5	17	3	0
A36E8TYZM3OW4S	55	27	1
A3RMWTTGQZE616	84	3	1
A3RXCL5PBYMSU1	16	2	1
A3DWI9EOW73N23	46	19	5
A38K04MT5LR0JC	77	19	4
A3BD7K7H8UBPMR	15	7	1
A3S43PKPN63CW4	35	2	4
A3BNMHRW2R35LK	80	13	3
A36MDL9RQGO7EN	57	25	3
A3BXRX99NX6PYC	26	2	0
A3SB58PKQOGHAK	27	6	1
A3SGEG6DLO1SDX	6	0	1
A35RCS8JPVXLJB	58	14	3
A3SO3DWO9A6KBT	20	7	3
A3T3L7X9FU6WD8	3	1	1
A38XTOID4VG01S	300	30	4
A3TAR8GLV97Y0C	37	3	1
A38NQGQW63IQJJ	204	25	7
A35ZJY01RQSY5O	114	34	3
A36RO7NCM6IUGB	78	28	21
A367N3AYKYVFND	9	2	0
A38XFAATO0DE52	12	4	0
A37444I0FQY64Q	45	1	0
A392TRB9MYPAG3	101	11	2
A399ZT8GQB5CRW	3	1	1
A37A7NSSTSVLNA	37	4	0
A39JSDPLVBSNXN	3	0	1
A39Q2NUVJF92X8	12	6	0
A2YDESWJL4P3WV	46	17	8
A391AS877NJKUB	16	6	3
A37MYY37CQ5IHH	77	9	2
A3C4X7CWEDJRXH	89	13	4
A2YOYIZGL8PBX1	20	0	3
A2YTHW3X3T5BCR	17	0	1
A36JK8MZ59X3BH	169	23	3
A2YZTFJ04M8ELD	0	3	1
A397PBM83MO7UD	48	13	2
A36MPRBNL4NIPK	27	6	1
A3CD13PVV6EBN7	1	6	5
A37XN7Y40Y7XJ7	42	18	1
A3E1N2J6DHGXL4	121	23	6
A384ZCATGJ8G56	44	3	1
A39I79H1A2A8C3	45	17	5
A3TOWO3PUY3DGL	87	11	1
A3CLQ6QQL6FYPB	66	12	1
A39ZULR3VVKJHG	90	6	2
A2Z8OLSNBLS4T4	3	12	0
A3TWC9QHPU5AYZ	29	2	2
A3E6IXJJ8V4K65	64	14	4
A39NMTBYW9E3Y7	52	4	3
A3ECAJWID28QQD	26	0	1
A39XBM2Q8DTK2V	16	1	1
A3EJBNMM7J96UZ	43	7	1
A3U06VJXEHE718	13	13	0
A38BGDD5KSTUD5	21	7	1
A3EQ8F2RVIQW1O	15	3	0
A3U676NLLX1JQY	8	2	0
A2ZI9EWWZTNUA2	77	12	2
A3EZZRIHHMBM0T	63	7	3
A36U96CCCBOEXA	116	30	13
A3F7YXGQ8GCJXI	49	0	3
A3FEU214YMB6KH	6	3	1
A3757R7A8GMGLZ	28	5	3
A3FQ9GRY5WZSGR	43	9	2
A3FZ0GBOWIAJQL	9	9	0
A38G8KOKRLAUFU	5	3	4
A37HXPJYTV2UBI	14	2	2
A38L48SKPCPKYW	14	6	1
A38SL94L3KB5IG	15	5	1
A38Z20FBMPPODK	113	7	2
A3G5OXTMEXWP3U	9	14	2
A3GDIZXXUDVBBM	28	4	1
A3GLNQR9LJE457	21	2	1
A392WS7X45ZZZK	20	10	2
A2ZWTA18X37QOZ	99	5	2
A3UISFQMOSZJMO	195	34	15
A3UU05EXTE0PCY	26	1	0
A37OY9KZMAONUE	115	21	3
A3A6O7SC8LKXDL	226	32	4
A39BVKL4R682G2	36	0	2
A3D1NSB3FMPTMM	80	31	6
A3UY3IHUP131BB	40	11	0
A3V9DP5VJZPEMK	12	3	0
A37Z8SVYCOFEQ3	110	11	7
A3A5J3WPT2VUYM	30	36	7
A3GQ10VQCAQUI2	2	24	1
A39K9GDTIZ0933	39	5	1
A39SM1MTPXW7K2	82	1	2
A3VFJVYA3UXQ61	9	5	1
A3DAIA8AJNHK1B	71	14	6
A3GW14MMFA2FCT	1	1	0
A3A0EY9K8QU27V	70	7	3
A303OEVBACA9ZV	66	16	1
A3A75M2WGPIN83	17	1	1
A3AEGUHVTC5YF4	96	8	6
A3AIQKXEGLY5DQ	22	2	0
A3VMJ4ZNZ20RGG	8	6	3
A3H56Z1I2I2VZ3	15	6	1
A30AIWY0MK336G	39	3	0
A3VUW8TZ9ZERFE	8	0	1
A30EWJCVP9P6ZG	25	3	1
A30J728JTX62SC	9	3	0
A3APOK2WK9N789	46	10	1
A386NTAR8ZSLVG	208	8	11
A3HCS6YG75FJXU	65	13	11
A3HK2N4K5HCABL	39	1	1
A38C1FMPJ3L4QA	104	4	3
A38HIANMPDS0G4	4	1	1
A3HTZ9R0C7C15Z	15	4	4
A30LOH7J2O4G59	80	15	7
A3AXZCNWFSDXU1	50	5	4
A3I1BHDHOPVHVB	19	1	1
A3AS2FLV3RXWYH	21	17	8
A3B7KHPCZGU6TO	21	4	0
A3B12Q49VBC17E	15	4	1
A30Q6JW3TNKXZ6	41	1	2
A3BA8CJ9BYDJKE	7	1	1
A3I80WD218TB7F	20	2	0
A38M6UG0H1LBFI	65	4	1
A38VMA5KSPOZ6Z	7	1	0
A3DKB9QZUJYBE3	211	21	3
A3DQWQ6M1T4Z7W	18	2	0
A38ZU9WYW2J0GR	48	3	0
A3DWX1WB3Y1D4B	8	2	0
A3BEE4ACA1BH9O	15	7	1
A394IRECLUKU0R	28	0	2
A30XHH1CPK1CYM	97	18	2
A39DJTQMR10QVE	9	2	1
A39LY641OQW4IG	22	2	1
A3E268AE8HH4M1	15	3	0
A3E6QV46D4BVHI	15	3	1
A3IHS5G1H396GT	33	4	1
A3ECEZXFRLKYXP	33	3	0
A3171TQ81JOWV5	2	8	1
A3EJBZRJ3D5MFX	29	4	3
A3BRSTTSIVF4ZM	27	20	4
A3EU2GJDJ62O2Q	17	2	2
A31C4V0IWZF4VP	12	2	1
A39T0L7SX0BQ8R	194	28	13
A3A2CEVCDBWLLB	19	1	1
A3BXZ6YA1RG3SK	146	5	2
A3C5TLTWUDRI6T	64	5	3
